Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00085726442310,1,0.5,1,F,2,47,1,700,14,9,1
EMA00085726646870,2,0.2,2,C,3,43,3,795,14,12,0
EMA00085726679290,1,0.3,1,F,3,35,2,1157,21,2,0
EMA00085726723990,1,0.2,1,G,3,44,2,778,21,5,1
EMA00085726963970,1,0.9,1,G,2,56,2,419,11,4,1
EMA00085727085070,1,0.1,1,F,3,58,2,490,9,0,1
EMA00085727246880,2,0.3,1,D,3,28,3,1203,6,0,1
EMA00085727535470,2,0,1,G,3,31,3,922,11,0,0
EMA00085727586260,2,0.3,2,G,3,35,2,722,18,1,0
EMA00085727846820,1,0,1,G,3,61,2,275,16,0,1
EMA00085728187040,1,1.2,1,G,2,21,2,868,5,0,1
EMA00085728194950,2,0.1,1,F,3,40,3,988,5,0,0
EMA00085728536260,2,0.1,1,,3,35,2,187,11,5,0
EMA00085729008150,1,0.2,2,G,2,30,1,1216,21,16,1
EMA00085729541100,1,0.3,2,G,3,25,1,339,6,0,1
EMA00085729730750,2,2.8,1,E,2,10,1,771,6,0,1
EMA00085730088720,1,0.3,1,G,3,54,2,366,4,0,0
EMA00085730103920,1,0.1,1,G,3,27,2,778,14,4,0
EMA00085730199090,2,0.3,1,,2,43,2,873,14,13,1
EMA00085730452120,1,0,2,F,3,22,2,1252,9,7,0
EMA00085730638520,1,0.3,1,G,3,39,2,904,16,4,0
EMA00085730787930,2,0.3,1,C,3,34,3,440,4,0,0
EMA00085731059300,2,0.2,1,,3,56,1,366,4,0,1
EMA00085731092110,1,0.8,2,B,2,,2,904,11,8,1
EMA00085731240200,2,0.1,1,D,3,41,2,440,14,0,0
EMA00085731240330,2,0.3,2,G,3,13,3,757,7,5,0
EMA00085731291660,2,2.4,1,F,2,,2,550,5,0,1
EMA00085731586740,1,0.2,2,A,3,36,1,593,11,0,0
EMA00085731596680,1,2,2,G,2,20,2,760,4,0,1
EMA00085731756080,1,0,2,F,3,25,1,1229,8,0,1
EMA00085731763840,2,0.2,2,F,3,14,1,760,11,10,0
EMA00085731798670,1,0.2,1,G,3,46,3,678,2,0,1
EMA00085731856250,1,0.3,1,G,3,50,1,490,4,0,1
EMA00085732438320,1,1.5,2,D,2,22,2,842,7,0,1
EMA00085732613040,1,0.1,1,D,3,46,2,560,9,0,1
EMA00085733014520,1,0,2,C,3,42,1,741,24,21,0
EMA00085733202230,1,0.3,2,G,3,52,3,392,,0,1
EMA00085733469780,1,0.2,1,A,3,52,1,521,11,,1
EMA00085733591390,1,0.2,1,C,3,29,1,962,6,0,1
EMA00085733732810,1,0.3,1,E,3,24,2,1296,6,0,0
EMA00085734040590,1,0,2,D,3,18,2,789,5,0,0
EMA00085734596800,2,0.1,1,C,3,34,2,520,7,6,0
EMA00085734718160,1,0.3,2,E,3,40,2,812,6,0,0
EMA00085735062880,2,0.2,2,E,3,36,2,684,8,0,1
EMA00085735080610,2,0.3,2,G,3,39,3,1082,9,4,0
EMA00085735215320,1,0,2,D,3,44,1,1038,31,18,0
EMA00085735849820,2,0.1,2,C,3,41,2,608,21,12,1
EMA00085736054960,1,0.6,2,G,2,24,2,988,6,0,1
EMA00085736143100,1,0.3,1,B,3,28,3,1061,11,2,1
EMA00085736314690,1,1.2,1,,2,48,3,233,8,0,1
EMA00085736744880,1,0.1,2,G,3,43,1,700,9,0,0
EMA00085736938550,1,1.2,1,B,2,38,2,873,16,8,1
EMA00085737245940,1,2.3,2,G,2,20,2,484,5,0,1
EMA00085737570630,1,0.1,1,D,3,,2,1140,16,15,0
EMA00085737786330,1,0,2,G,1,0,3,339,1,0,1
EMA00085737915100,1,0,1,,3,38,1,934,9,4,0
EMA00085737927050,1,0.2,2,E,3,42,3,873,19,4,0
EMA00085738028380,2,0,1,,3,41,2,873,9,8,0
EMA00085738149380,2,0.1,2,G,3,52,2,424,11,7,0
EMA00085738562480,2,0.1,2,G,3,43,2,520,4,2,0
EMA00085738773830,2,0.2,2,,3,12,3,1303,3,0,0
EMA00085739410840,1,2.2,2,,2,20,2,1014,11,0,1
EMA00085739989350,2,0.2,1,,3,43,1,352,14,10,0
EMA00085740223950,1,0.1,2,,3,44,2,962,7,0,0
EMA00085740337200,1,0.2,1,C,3,25,2,912,31,18,0
EMA00085740875310,1,0.3,2,,3,26,2,1140,19,0,0
EMA00085741012410,1,3.3,1,G,2,21,2,194,3,0,1
EMA00085741181840,1,0.9,1,E,2,,1,251,11,0,1
EMA00085741266190,2,0.3,1,,3,,2,524,6,0,1
EMA00085742390120,2,0,2,G,3,46,2,392,,0,0
EMA00085742564760,1,0.3,1,G,3,27,2,1102,21,13,0
EMA00085743076890,2,0.1,2,,3,45,1,608,26,22,1
EMA00085743215740,1,0.2,2,E,3,45,3,314,11,4,1
EMA00085743375440,1,1.6,1,C,2,25,2,424,11,0,1
EMA00085743519700,2,0.1,1,F,3,24,3,636,21,3,0
EMA00085743792610,1,3.3,1,C,2,,2,578,6,0,1
EMA00085744469210,1,1.9,2,,2,24,2,988,11,2,1
EMA00085744520220,1,0,1,D,3,50,2,419,4,,0
EMA00085744680110,1,0.9,2,,2,36,2,524,14,8,1
EMA00085745400010,2,0,1,,3,,2,730,11,0,0
EMA00085745725660,1,0.2,2,C,3,45,1,1014,14,0,0
EMA00085746293390,2,0.1,1,,3,46,2,605,11,0,0
EMA00085746338410,2,0.3,2,C,3,23,2,966,11,0,0
EMA00085746645380,1,0.4,1,C,2,54,1,314,14,0,1
EMA00085746668250,2,0.1,2,C,3,44,2,416,11,0,1
EMA00085747351380,1,0.2,1,D,3,24,2,1252,21,14,0
EMA00085747726300,2,0.2,2,G,1,0,2,389,1,0,1
EMA00085748195910,2,0.2,2,,3,35,3,694,11,0,0
EMA00085748229220,1,0.1,1,E,3,37,2,841,6,4,0
EMA00085748382540,2,0.2,2,C,3,35,3,741,11,10,1
EMA00085748568830,2,0.3,2,B,3,39,1,577,3,0,0
EMA00085748598390,1,0.1,1,,3,38,1,741,2,0,0
EMA00085748796370,1,0,1,D,3,34,2,841,,4,0
EMA00085749379590,1,0,2,C,3,24,2,593,21,5,0
EMA00085749490600,2,0.3,2,F,3,42,2,873,8,4,1
EMA00085749526590,1,1.1,2,,2,32,1,578,11,7,1
EMA00085749589710,1,0.7,2,G,2,48,1,190,5,0,1
EMA00085749702460,1,0,2,D,3,33,1,713,9,0,1
EMA00085749905150,1,3.1,2,,2,23,2,187,8,5,1
EMA00085749936110,2,0.3,2,F,3,28,2,744,3,0,0
EMA00085750021010,1,0.3,2,,3,31,2,902,11,10,1
EMA00085750220070,1,0.1,2,G,3,39,2,721,11,1,1
EMA00085751282320,2,0.2,1,G,3,40,1,1014,16,10,1
EMA00085751527140,2,0,2,G,3,43,2,1038,2,0,0
EMA00085751592620,2,0.3,1,E,3,22,1,1203,11,0,0
EMA00085752597710,2,0.1,2,E,3,,1,484,14,4,0
EMA00085752601130,2,0.2,1,G,3,50,2,550,6,0,1
EMA00085752692550,1,0.2,1,D,2,52,2,366,6,3,1
EMA00085752801110,1,0.3,1,G,3,44,2,630,4,0,0
EMA00085753698820,1,1.8,1,F,2,40,3,470,11,0,1
EMA00085753817580,1,0.2,2,G,3,35,1,694,14,9,0
EMA00085753902820,1,0,1,F,3,42,3,608,6,0,1
EMA00085753947300,1,0.2,1,G,1,0,1,733,1,0,0
EMA00085753992380,1,0.1,2,G,3,36,3,760,8,0,1
EMA00085754008830,2,0.3,2,E,3,42,1,649,8,1,1
EMA00085754148150,2,0.3,2,G,3,17,1,977,4,1,0
EMA00085754462510,1,0,1,E,3,49,2,462,8,0,1
EMA00085754692000,2,0,1,F,3,32,2,542,8,0,1
EMA00085754699120,1,0.3,2,G,3,39,2,841,9,1,0
EMA00085754760670,1,0.9,1,E,2,37,2,655,16,9,1
EMA00085754825630,2,0,2,G,3,11,2,722,6,0,0
EMA00085754945720,1,0.3,2,D,3,,3,694,18,16,0
EMA00085755814200,1,0.3,1,G,3,44,3,560,8,0,1
EMA00085755930290,1,0.1,1,E,3,,2,678,11,2,0
EMA00085756414790,1,0.1,1,A,3,60,2,424,11,0,0
EMA00085756611260,2,0.1,2,B,3,12,1,954,3,0,0
EMA00085757033640,1,0,2,B,3,39,1,673,6,0,0
EMA00085757177020,1,0.3,2,G,3,39,3,934,6,2,0
EMA00085757447270,1,0,2,,3,20,3,684,19,5,0
EMA00085757962440,2,0.2,1,C,3,48,3,694,16,4,0
EMA00085757991650,1,0,1,D,3,27,2,1189,16,13,0
EMA00085758085040,1,0.3,2,G,3,39,2,251,14,11,0
EMA00085758185140,1,0,1,G,3,38,3,880,16,12,0
EMA00085758537190,1,0.3,1,E,3,53,2,490,9,0,1
EMA00085758567520,1,1.6,1,G,2,,2,187,6,0,1
EMA00085758975580,1,0,2,,3,31,3,1203,14,3,1
EMA00085759277940,2,0,1,D,3,30,2,1122,4,0,0
EMA00085759281300,2,0,2,B,3,34,2,1082,21,20,1
EMA00085759332750,2,0,2,,3,50,3,282,4,0,1
EMA00085759541150,1,0.2,1,C,3,57,3,275,16,11,1
EMA00085759607810,1,0.2,2,G,3,37,3,868,14,1,0
EMA00085759768780,1,2.3,1,,2,30,1,440,14,12,1
EMA00085760135290,2,0,2,F,3,42,2,842,9,0,0
EMA00085760136980,1,0,2,F,3,30,1,1216,14,10,1
EMA00085760196970,2,0,1,B,3,28,3,704,11,0,1
EMA00085760258940,1,0.3,2,G,3,59,1,518,11,0,0
EMA00085760348420,2,0.2,2,B,3,27,2,1140,2,0,0
EMA00085760829420,1,1,1,C,2,33,2,1038,12,0,1
EMA00085760890550,2,0.2,2,C,3,48,2,610,6,0,0
EMA00085761170520,2,0.4,1,E,2,41,3,623,11,3,1
EMA00085761525080,1,1.1,1,G,2,47,3,187,8,0,1
EMA00085761827010,1,1.7,1,G,2,19,2,605,6,0,1
EMA00085761957620,2,0.2,2,C,3,26,2,694,8,0,0
EMA00085762321750,1,1.6,1,G,2,50,2,51,21,16,1
EMA00085762906430,1,1.8,2,G,2,30,2,339,26,8,1
EMA00085763193810,2,0,2,E,3,26,2,678,11,3,1
EMA00085763260280,1,0.3,2,G,3,40,2,577,13,10,1
EMA00085763612050,2,0.2,1,,3,47,1,462,13,12,0
EMA00085764545670,2,0.2,1,,3,28,2,778,21,20,0
EMA00085764671840,1,4.4,2,G,2,,3,220,11,10,1
EMA00085764741980,1,0.3,2,E,3,47,3,578,14,1,1
EMA00085764749160,1,0.9,1,G,2,,1,904,11,0,1
EMA00085764968480,2,0.1,1,G,3,25,2,1216,31,24,0
EMA00085764995110,2,0,2,,3,13,1,1310,2,0,0
EMA00085765012100,1,0,1,C,3,54,3,458,16,6,1
EMA00085765662730,1,0,2,E,3,20,1,578,5,0,0
EMA00085766023110,2,0,1,E,3,17,2,770,6,0,0
EMA00085766103130,1,0.2,2,A,3,38,1,1060,6,0,1
EMA00085766227670,1,0.3,1,G,3,50,2,311,4,0,1
EMA00085766396010,1,0.1,1,C,3,54,1,565,4,0,1
EMA00085766940090,1,0.3,1,F,3,59,2,392,8,0,1
EMA00085766953160,1,2.6,2,G,2,23,2,770,16,0,1
EMA00085767140020,1,0,1,,3,55,2,694,13,0,0
EMA00085767297580,2,0.3,2,E,3,23,2,1122,16,11,1
EMA00085767342550,1,0.1,2,G,3,30,2,1203,16,0,0
EMA00085767723020,1,0.1,2,D,3,41,2,778,31,21,1
EMA00085767989910,1,0,1,E,3,39,2,593,6,0,0
EMA00085768116020,1,0.2,2,D,3,30,1,1229,6,0,0
EMA00085768288740,1,2.6,2,,2,7,1,778,8,1,1
EMA00085768297680,1,0,2,C,3,30,2,678,6,0,0
EMA00085768313120,2,0.2,1,,3,46,3,484,14,0,0
EMA00085768335180,1,0.1,1,,3,34,2,608,9,0,0
EMA00085768626830,2,0.1,1,B,3,25,2,806,11,0,1
EMA00085769379180,1,1.4,2,G,2,18,1,1014,4,0,1
EMA00085769414010,1,1,2,D,2,31,1,842,16,11,1
EMA00085769608240,1,2.7,1,E,2,,3,610,3,2,1
EMA00085769622300,1,0,1,E,3,50,3,700,11,7,1
EMA00085770266880,2,1.4,1,G,2,25,2,366,21,2,1
EMA00085770402280,1,0.3,2,G,3,38,1,608,16,0,1
EMA00085770415680,2,0.5,1,E,2,27,2,778,4,0,1
EMA00085770670540,1,0.3,2,G,3,28,2,1252,8,5,0
EMA00085770762360,2,0.2,2,F,3,28,2,713,11,0,1
EMA00085770785170,2,0,2,D,3,31,2,678,11,5,0
EMA00085770804010,1,0.1,2,E,3,30,2,868,21,15,0
EMA00085770880130,2,0.2,2,B,3,6,1,812,8,5,0
EMA00085770902730,2,0.2,2,G,3,15,3,1296,19,18,0
EMA00085771269520,2,0,2,B,3,41,1,560,11,0,0
EMA00085771316080,2,0.2,1,,2,36,1,778,11,0,1
EMA00085771974260,1,0.3,1,D,3,34,3,694,6,0,1
EMA00085773207140,2,0.2,1,E,3,30,2,655,6,5,1
EMA00085773572900,2,0.1,1,,3,46,2,605,4,0,0
EMA00085773847220,1,2.5,2,C,2,20,2,630,11,,1
EMA00085773972110,1,0.2,1,D,3,35,2,661,6,0,0
EMA00085774103320,1,0.1,1,C,3,28,2,751,,0,1
EMA00085774135640,1,0.2,1,E,3,41,2,904,16,7,1
EMA00085774503080,1,0.1,2,,3,35,2,713,9,4,0
EMA00085774754590,1,0.3,1,E,3,41,3,636,6,4,1
EMA00085774957350,1,0.9,1,A,2,41,1,542,21,12,1
EMA00085775041800,2,0.3,1,G,3,55,2,610,8,1,1
EMA00085775323670,1,0,1,G,3,36,2,721,21,4,1
EMA00085775424480,1,0.2,2,B,3,29,2,275,11,9,0
EMA00085775655400,1,0,2,C,3,64,1,366,6,0,0
EMA00085775655560,2,0.2,1,C,3,30,2,608,2,0,1
EMA00085775729850,2,0,1,C,3,24,1,1103,4,0,0
EMA00085776382050,1,2.1,2,F,2,33,3,339,6,1,1
EMA00085776735660,2,0.2,1,G,3,62,2,366,2,,0
EMA00085776963770,2,0.3,1,D,3,40,2,1038,8,,1
EMA00085777131610,1,2.2,2,C,2,17,2,490,14,6,1
EMA00085777235220,1,0.6,1,C,2,16,2,713,16,14,1
EMA00085777615130,1,3.6,1,E,2,10,2,419,16,2,1
EMA00085777827330,1,0.7,1,G,2,40,1,524,21,12,1
EMA00085778045430,1,0.2,2,G,3,41,2,778,9,0,0
EMA00085778404220,2,0.1,1,G,3,39,1,484,16,15,0
EMA00085778626250,1,0.2,1,,3,45,2,770,7,0,1
EMA00085778683800,1,0.6,1,E,2,40,3,806,21,13,1
EMA00085779041580,1,3.8,2,B,2,16,1,314,4,0,1
EMA00085779172070,1,1.1,2,G,2,53,2,146,6,0,1
EMA00085779358900,1,0,1,G,3,12,2,892,8,3,0
EMA00085780022630,2,0.3,1,,3,,2,954,2,0,0
EMA00085780581490,1,0,2,G,3,11,3,713,21,,0
EMA00085780648980,2,0.2,2,C,3,38,1,504,6,3,0
EMA00085781341400,1,0,2,G,3,,2,524,6,0,0
EMA00085781351520,2,0.1,2,,3,50,2,520,14,5,0
EMA00085781729160,2,0.1,2,C,3,41,2,542,11,0,0
EMA00085781752600,2,0.1,1,,3,31,1,868,31,19,0
EMA00085781811800,2,0,2,E,3,45,2,610,3,0,0
EMA00085781901340,1,1.4,1,,2,,2,116,6,0,1
EMA00085782091940,1,0.3,1,C,3,65,3,220,11,0,0
EMA00085783095060,1,0.4,2,C,2,39,2,542,11,10,1
EMA00085783181210,1,0.2,2,E,1,0,3,700,1,0,1
EMA00085783254540,1,1.7,2,G,2,26,1,1038,16,13,1
EMA00085783295010,2,0.3,1,G,3,47,2,655,9,6,1
EMA00085783901080,2,0.2,2,E,3,45,1,700,9,0,1
EMA00085784156660,1,0.3,1,B,3,33,2,1140,,4,0
EMA00085784785660,1,1.4,2,D,2,,3,462,6,2,1
EMA00085784987080,1,0.1,2,G,3,15,2,982,9,0,0
EMA00085785038760,1,0.7,1,E,2,30,1,649,9,1,1
EMA00085785158270,1,3.1,1,G,2,27,3,419,9,0,1
EMA00085785470950,1,0.2,1,G,3,49,2,484,4,3,0
EMA00085785844380,1,0.8,1,,2,40,1,524,8,3,1
EMA00085786000780,2,0.3,2,C,3,34,3,560,6,3,1
EMA00085786109050,1,0.1,1,F,3,38,1,623,21,9,1
EMA00085786122880,2,0,1,C,3,39,2,577,14,5,0
EMA00085786154570,1,0,1,G,3,52,3,392,11,7,1
EMA00085786284980,2,0.3,2,B,3,16,3,1262,14,3,0
EMA00085786680970,2,0,2,E,3,39,2,366,8,0,0
EMA00085787387020,1,0.3,1,,3,25,2,560,8,1,0
EMA00085787604330,1,0.6,2,,2,26,2,741,9,0,1
EMA00085787722370,2,0.3,2,G,3,,1,684,14,0,1
EMA00085788183900,1,0.2,2,G,3,50,2,220,11,8,1
EMA00085788348600,1,0.1,1,G,3,43,1,1102,9,0,1
EMA00085788412260,1,0.8,2,D,2,40,2,771,21,10,1
EMA00085788564960,1,1,2,E,2,42,2,419,15,4,1
EMA00085788687330,1,0.8,1,,2,40,1,631,5,0,1
EMA00085788887860,2,0.1,2,E,3,42,2,700,6,0,1
EMA00085788904180,2,0.2,1,G,3,30,2,841,6,2,1
EMA00085788957990,1,1.5,1,C,2,32,2,519,4,0,1
EMA00085788979150,1,0.1,2,E,3,46,3,524,14,12,0
EMA00085789311740,2,0,2,D,3,,2,419,8,0,1
EMA00085789845620,1,0.2,2,,3,27,1,1203,6,0,0
EMA00085789890780,1,2.1,1,F,2,26,3,462,3,0,1
EMA00085790009200,1,0.4,1,G,2,46,3,484,8,0,1
EMA00085790501430,2,0.1,1,A,3,45,2,873,14,1,0
EMA00085790787510,1,0.2,1,D,3,26,2,1173,2,0,0
EMA00085791578580,2,0.1,2,G,3,24,1,661,11,0,1
EMA00085791728220,1,0,2,G,3,8,2,988,4,0,0
EMA00085792679070,1,2.1,2,,2,30,3,550,11,6,1
EMA00085792846880,1,2.7,1,G,2,40,1,366,9,7,1
EMA00085792964870,2,0.1,1,,3,52,2,458,9,0,1
EMA00085793007260,2,0.1,1,C,3,40,3,933,21,5,1
EMA00085793400020,1,1.3,1,G,2,47,2,220,8,1,1
EMA00085793531650,1,0.3,2,G,3,23,2,768,16,0,1
EMA00085793578100,2,0.2,1,F,3,39,2,678,9,7,0
EMA00085793806020,1,0.3,1,D,3,35,2,988,4,0,0
EMA00085793885230,2,0.3,2,C,3,51,3,416,16,5,0
EMA00085793893190,2,0.3,1,G,3,39,1,700,11,0,0
EMA00085794206900,2,0.1,1,G,3,,2,902,11,0,0
EMA00085794445120,2,0.3,2,C,3,35,1,560,4,0,0
EMA00085794451350,2,0.2,1,G,3,9,2,922,5,0,0
EMA00085794504020,1,0,1,G,3,45,2,733,11,0,1
EMA00085794506740,1,0.1,2,,3,36,2,892,21,11,0
EMA00085794836980,2,0.1,2,G,3,32,2,470,9,0,1
EMA00085795351130,1,0,1,C,3,34,2,673,9,1,1
EMA00085795412710,1,0,1,,3,48,2,733,8,0,1
EMA00085795518210,1,0.7,2,,2,30,1,623,,12,1
EMA00085795964930,2,0.3,1,G,3,25,2,1140,9,0,1
EMA00085796100610,1,0.3,2,C,3,21,3,1271,21,20,0
EMA00085796332810,2,0.3,2,E,3,33,3,684,13,6,0
EMA00085796528650,1,0.9,2,G,2,22,2,1173,11,2,1
EMA00085796568100,2,0.1,1,G,3,52,2,655,19,6,1
EMA00085796956270,2,0.1,1,G,3,39,2,662,6,,0
EMA00085797195930,1,0.2,2,G,3,21,2,768,19,1,0
EMA00085797228320,2,0.1,1,,3,30,2,855,6,0,0
EMA00085797323890,1,0.3,2,F,3,57,2,146,16,13,0
EMA00085797638490,1,1.4,2,E,2,,2,542,4,3,1
EMA00085797879530,2,0,1,,1,0,2,678,1,0,1
EMA00085798158040,2,0.1,2,G,3,46,2,440,2,0,0
EMA00085798251450,2,0.1,2,G,3,,3,490,6,0,1
EMA00085798475770,1,0.2,2,B,3,36,2,741,29,18,0
EMA00085798736880,1,0.3,1,B,3,40,2,524,6,0,1
EMA00085799242750,2,0.2,1,E,3,18,2,636,14,3,1
EMA00085799379650,1,0.2,2,,3,13,2,1038,6,0,0
EMA00085799775680,1,0.1,1,,3,26,2,773,8,1,0
EMA00085800052700,1,0,1,F,3,33,1,751,31,30,0
EMA00085800120300,2,0.1,1,F,3,37,3,988,14,9,1
EMA00085800120470,1,1.2,1,D,2,40,2,873,11,6,1
EMA00085800312180,1,0,2,E,3,40,2,1189,11,6,1
EMA00085800679800,1,1,2,G,2,40,2,339,5,2,1
EMA00085800869270,1,0,2,G,3,30,2,1189,11,0,1
EMA00085801032160,2,0.1,2,,3,31,3,722,26,12,1
EMA00085801237010,2,2.5,1,C,2,20,2,610,4,0,1
EMA00085801306820,2,0.3,1,G,3,48,2,339,3,0,0
EMA00085801553430,1,1.8,2,,2,44,3,116,16,14,1
EMA00085801646890,1,0.2,2,B,3,28,2,1061,11,0,1
EMA00085801815200,2,0,1,G,3,39,1,560,8,,0
EMA00085802165540,1,0.1,2,C,3,11,2,636,6,0,0
EMA00085802729400,1,0.1,2,,3,34,2,1082,11,0,1
EMA00085802827430,1,1.2,1,G,2,28,2,560,11,3,1
EMA00085802910570,2,0.3,1,B,3,18,2,655,8,4,0
EMA00085803964830,2,0.3,2,G,3,23,1,1262,6,0,0
EMA00085804233130,2,2.5,1,C,2,22,2,694,8,0,1
EMA00085804536310,2,0.2,2,G,3,45,1,470,21,8,1
EMA00085804584430,1,2.3,2,B,2,31,1,653,3,0,1
EMA00085804946650,1,0,2,G,3,35,3,1157,10,0,0
EMA00085805417220,1,1.9,2,E,2,14,2,855,,0,1
EMA00085805643860,1,0.1,1,G,3,39,2,1082,14,11,0
EMA00085805801700,1,0,2,,3,48,2,504,5,0,0
EMA00085806136770,1,0.3,1,D,3,36,2,1140,19,13,0
EMA00085806257730,2,0,2,G,3,13,2,1082,6,0,0
EMA00085806530900,2,0,2,F,3,46,1,678,,0,0
EMA00085806660040,2,0.1,2,B,3,17,1,768,14,4,0
EMA00085806800230,1,0.1,2,C,3,39,2,721,11,0,0
EMA00085806877050,2,0,2,G,3,45,2,462,5,0,1
EMA00085806881400,1,1.8,1,G,2,30,1,771,11,7,1
EMA00085806968970,1,0.4,2,G,2,46,3,504,11,0,1
EMA00085807183510,2,0.3,1,,3,40,3,694,16,3,1
EMA00085807208830,2,0,2,G,3,42,2,190,4,0,1
EMA00085807255230,2,0.1,1,C,3,32,1,722,11,8,1
EMA00085807824170,1,0.9,2,B,2,8,3,904,11,8,1
EMA00085807878050,1,1.3,2,G,2,42,3,565,6,0,1
EMA00085808525780,1,0.3,2,D,3,60,3,352,14,0,1
EMA00085808756530,2,0.3,2,G,3,40,2,904,16,0,1
EMA00085809222510,2,0,1,G,3,32,3,737,9,5,0
EMA00085809403360,1,0.3,2,G,3,22,2,524,3,0,0
EMA00085809985170,1,0.3,2,G,3,41,1,577,14,0,0
EMA00085810042090,2,0.7,1,G,2,5,3,778,2,0,1
EMA00085810298460,1,0,2,G,3,40,2,610,6,0,1
EMA00085810532370,2,0.2,1,E,3,22,2,655,4,0,1
EMA00085810795460,1,0,2,F,3,10,2,704,4,0,0
EMA00085811126680,1,0,2,,3,28,1,1082,2,0,0
EMA00085811553110,2,0.3,1,A,3,33,2,812,19,18,0
EMA00085811912010,1,0.1,2,G,1,0,1,841,1,0,1
EMA00085811967160,2,0,1,G,3,54,2,458,3,0,1
EMA00085812043020,1,0.3,1,E,3,34,1,132,3,0,1
EMA00085812062730,2,0.2,1,G,3,27,2,947,11,8,0
EMA00085812105470,2,0,1,F,3,,2,608,4,2,0
EMA00085812531350,1,1.2,1,,2,46,1,187,,0,1
EMA00085813052530,1,0.3,1,F,3,30,2,605,6,0,1
EMA00085813152020,2,0.3,2,G,3,5,2,922,9,0,0
EMA00085813298710,1,0.3,1,G,3,45,2,282,11,10,1
EMA00085813648100,2,0.2,1,C,3,,3,982,5,0,0
EMA00085813674580,2,0.1,2,,3,32,2,737,14,0,0
EMA00085813692890,1,0.2,2,G,3,39,1,542,4,0,0
EMA00085813878750,2,0.3,2,,3,37,2,352,9,0,0
EMA00085814026040,1,2.1,1,G,2,34,2,311,8,0,1
EMA00085814205960,1,0,2,A,3,32,2,1189,6,0,0
EMA00085814719400,2,0,2,E,3,25,2,954,16,0,0
EMA00085814902340,2,0.3,1,,3,45,3,630,8,,1
EMA00085814944120,2,0.2,1,E,3,34,3,416,6,0,0
EMA00085814998340,1,0.2,2,G,3,36,3,704,26,9,0
EMA00085815162510,2,0.3,2,F,3,,1,623,11,9,0
EMA00085815334280,2,0.3,2,,3,37,1,1060,8,0,0
EMA00085815408170,2,0.2,1,,3,50,2,733,3,0,1
EMA00085815480070,2,0.2,2,G,3,19,1,972,9,0,0
EMA00085815536980,1,0.2,1,,3,50,1,840,9,6,1
EMA00085815705960,2,0.1,2,,3,10,1,912,14,0,0
EMA00085815905410,1,0,1,C,3,40,3,988,14,0,1
EMA00085816071970,1,0.1,1,G,1,,2,1103,1,0,0
EMA00085816381830,1,0.1,1,B,3,50,2,518,6,0,1
EMA00085816449520,1,0,1,,3,34,1,988,11,7,0
EMA00085816485840,1,0.2,2,F,3,50,2,194,4,1,1
EMA00085816684870,2,0,1,D,3,59,2,275,8,0,0
EMA00085816838810,1,2.1,2,D,2,,3,419,16,8,1
EMA00085817063390,1,0.2,2,G,3,61,3,470,6,0,0
EMA00085817134470,1,1.1,1,G,2,35,3,733,8,0,1
EMA00085817294820,2,0.3,1,E,3,47,2,220,6,0,0
EMA00085817362800,2,0.3,2,C,3,46,3,933,11,7,0
EMA00085818409260,2,0,1,E,3,34,3,806,14,0,0
EMA00085819064840,1,0.3,2,D,3,,1,662,14,0,1
EMA00085819493750,1,0.3,1,E,3,37,2,694,31,20,0
EMA00085819520300,2,0.1,2,G,3,38,1,812,9,1,1
EMA00085819534040,1,0.9,2,,2,,3,458,5,0,1
EMA00085819793000,1,0,2,B,3,32,2,661,16,14,1
EMA00085820282710,1,0.3,2,G,3,16,2,778,9,0,0
EMA00085820501890,2,0.1,2,B,3,21,2,462,4,,0
EMA00085820547910,2,0.1,1,E,3,,1,623,21,20,0
EMA00085820802210,2,0.2,1,G,3,11,2,730,14,0,0
EMA00085820902570,1,3.1,1,G,2,26,3,314,4,3,1
EMA00085821029250,1,0.1,1,D,3,23,2,1303,14,0,0
EMA00085821513270,2,0.3,1,E,3,30,2,608,4,0,0
EMA00085822302980,1,0,2,G,3,47,2,655,9,0,0
EMA00085822314560,2,0,1,G,3,55,3,311,14,10,0
EMA00085822461800,1,1.5,1,E,2,41,2,653,6,3,1
EMA00085822564590,1,0.1,1,G,3,51,2,314,8,0,0
EMA00085822574450,1,0.3,2,B,3,40,1,827,31,19,0
EMA00085823115700,1,0.1,1,D,3,48,2,988,16,6,1
EMA00085823306550,1,0.3,1,G,3,49,1,678,28,21,0
EMA00085823597830,1,0.1,2,G,3,46,2,933,14,11,1
EMA00085823630640,2,0.1,2,C,3,50,2,311,9,3,1
EMA00085823896930,1,0.1,2,C,3,,2,987,14,0,0
EMA00085824074750,2,0.2,1,A,3,48,2,314,16,9,1
EMA00085824526400,2,0.2,1,D,2,39,3,366,11,7,1
EMA00085824699780,1,0.3,1,G,3,12,1,751,,0,0
EMA00085824716360,1,0.3,1,D,3,36,2,841,5,0,0
EMA00085824734420,1,0,1,G,3,43,2,608,10,0,1
EMA00085824912840,1,0.4,1,G,2,30,2,934,14,13,1
EMA00085825156970,1,0.2,2,G,3,58,2,470,21,5,0
EMA00085825247360,2,0,1,E,3,50,1,520,11,5,1
